group1,group2,meandiff,lower,upper,reject,p-adj,cytokine,group,-log10(p-adj),significant,apoptotic,pyroptotic,apoptotic_vs_pyroptotic,consensus
apoptosis,pyroptosis,-0.0684,-0.3621,0.2253,False,0.6182,IL-23 [NSU],apoptosis_pyroptosis,0.2088709992727139,False,False,False,False,none
healthy,pyroptosis,-0.0814,-0.2119,0.049,False,0.0348,IL-23 [NSU],healthy_pyroptosis,1.458420756053419,True,False,True,False,pyroptotic
apoptosis,healthy,0.1406,-0.1375,0.4187,False,0.1077,IL-24 [NSU],apoptosis_healthy,0.9677842967020184,False,False,False,False,none
apoptosis,pyroptosis,-0.084,-0.3625,0.1945,False,0.4473,IL-24 [NSU],apoptosis_pyroptosis,0.349401101827343,False,False,False,False,none
healthy,pyroptosis,-0.2246,-0.3483,-0.1009,True,0.0,IL-24 [NSU],healthy_pyroptosis,4.0,True,False,True,False,pyroptotic
apoptosis,healthy,-0.025,-0.3239,0.274,False,0.9397,IL-27 [NSU],apoptosis_healthy,0.0270107731446512,False,False,False,False,none
apoptosis,pyroptosis,-0.0062,-0.3056,0.2932,False,0.9962,IL-27 [NSU],apoptosis_pyroptosis,0.0016534626036354,False,False,False,False,none
healthy,pyroptosis,0.0188,-0.1142,0.1518,False,0.8374,IL-27 [NSU],healthy_pyroptosis,0.0770670434447883,False,False,False,False,none
apoptosis,healthy,-0.0026,-0.2609,0.2557,False,0.9991,IL-28A [NSU],apoptosis_healthy,0.0003910410285829,False,False,False,False,none
apoptosis,pyroptosis,-0.1295,-0.3881,0.1292,False,0.1126,IL-28A [NSU],apoptosis_pyroptosis,0.9484616094846724,False,False,False,False,none
healthy,pyroptosis,-0.1268,-0.2417,-0.0119,True,0.0001,IL-28A [NSU],healthy_pyroptosis,4.0,True,False,True,False,pyroptotic
apoptosis,healthy,-0.0527,-0.3392,0.2339,False,0.7406,IL-29 [NSU],apoptosis_healthy,0.1304162922865762,False,False,False,False,none
apoptosis,pyroptosis,0.019,-0.268,0.3059,False,0.9618,IL-29 [NSU],apoptosis_pyroptosis,0.0169152272622115,False,False,False,False,none
healthy,pyroptosis,0.0716,-0.0558,0.1991,False,0.0646,IL-29 [NSU],healthy_pyroptosis,1.1897674820049158,False,False,False,False,none
apoptosis,healthy,-0.0454,-0.3424,0.2516,False,0.812,IL-3 [NSU],apoptosis_healthy,0.0904439707588246,False,False,False,False,none
apoptosis,pyroptosis,-0.0278,-0.3252,0.2696,False,0.9253,IL-3 [NSU],apoptosis_pyroptosis,0.0337174378325367,False,False,False,False,none
healthy,pyroptosis,0.0177,-0.1144,0.1498,False,0.8525,IL-3 [NSU],healthy_pyroptosis,0.0693056123354646,False,False,False,False,none
apoptosis,healthy,-0.0562,-0.3352,0.2229,False,0.6976,IL-31 [NSU],apoptosis_healthy,0.1563935280754891,False,False,False,False,none
apoptosis,pyroptosis,-0.1724,-0.4518,0.1071,False,0.0376,IL-31 [NSU],apoptosis_pyroptosis,1.424812155072339,True,False,False,True,apoptotic_vs_pyroptotic
healthy,pyroptosis,-0.1162,-0.2403,0.0079,False,0.0007,IL-31 [NSU],healthy_pyroptosis,3.154901959985743,True,False,True,False,pyroptotic
apoptosis,healthy,-0.0347,-0.2957,0.2263,False,0.8545,IL-32 (alpha) [NSU],apoptosis_healthy,0.0682879329432443,False,False,False,False,none
apoptosis,pyroptosis,-0.1425,-0.4038,0.1189,False,0.0758,IL-32 (alpha) [NSU],apoptosis_pyroptosis,1.1203307943679464,False,False,False,False,none
healthy,pyroptosis,-0.1078,-0.2239,0.0083,False,0.0008,IL-32 (alpha) [NSU],healthy_pyroptosis,3.096910013008056,True,False,True,False,pyroptotic
apoptosis,healthy,0.1016,-0.1726,0.3757,False,0.2988,IL-33 [NSU],apoptosis_healthy,0.5246194068566388,False,False,False,False,none
apoptosis,pyroptosis,0.0673,-0.2072,0.3418,False,0.5871,IL-33 [NSU],apoptosis_pyroptosis,0.2312879196223364,False,False,False,False,none
healthy,pyroptosis,-0.0343,-0.1562,0.0877,False,0.4969,IL-33 [NSU],healthy_pyroptosis,0.3037310032544672,False,False,False,False,none
apoptosis,healthy,-0.0222,-0.2834,0.239,False,0.9376,IL-35 [NSU],apoptosis_healthy,0.0279824013259845,False,False,False,False,none
apoptosis,pyroptosis,0.0161,-0.2455,0.2776,False,0.967,IL-35 [NSU],apoptosis_pyroptosis,0.0145735259169983,False,False,False,False,none
healthy,pyroptosis,0.0383,-0.0779,0.1544,False,0.384,IL-35 [NSU],healthy_pyroptosis,0.4156687756324692,False,False,False,False,none
apoptosis,healthy,0.009,-0.2424,0.2605,False,0.9886,IL-4 [NSU],apoptosis_healthy,0.004979393875242,False,False,False,False,none
apoptosis,pyroptosis,0.0983,-0.1535,0.35,False,0.2621,IL-4 [NSU],apoptosis_pyroptosis,0.5815329790533995,False,False,False,False,none
healthy,pyroptosis,0.0892,-0.0226,0.2011,False,0.0046,IL-4 [NSU],healthy_pyroptosis,2.337242168318426,True,False,True,False,pyroptotic
apoptosis,healthy,-0.0104,-0.2242,0.2034,False,0.979,IL-5 [NSU],apoptosis_healthy,0.0092173081968621,False,False,False,False,none
apoptosis,pyroptosis,0.0908,-0.1233,0.3049,False,0.2063,IL-5 [NSU],apoptosis_pyroptosis,0.6855007720268484,False,False,False,False,none
healthy,pyroptosis,0.1013,0.0062,0.1964,True,0.0001,IL-5 [NSU],healthy_pyroptosis,4.0,True,False,True,False,pyroptotic
apoptosis,healthy,-0.3037,-0.5163,-0.091,True,0.0,IL-6 R alpha [NSU],apoptosis_healthy,4.0,True,True,False,False,apoptotic
apoptosis,pyroptosis,0.0112,-0.2017,0.2242,False,0.9755,IL-6 R alpha [NSU],apoptosis_pyroptosis,0.0107727262694631,False,False,False,False,none
healthy,pyroptosis,0.3149,0.2203,0.4095,True,0.0,IL-6 R alpha [NSU],healthy_pyroptosis,4.0,True,False,True,False,pyroptotic
apoptosis,healthy,-0.0244,-0.1754,0.1266,False,0.7928,IL-6 [NSU],apoptosis_healthy,0.1008363585227811,False,False,False,False,none
apoptosis,pyroptosis,0.803,0.6518,0.9542,True,0.0,IL-6 [NSU],apoptosis_pyroptosis,4.0,True,False,False,True,apoptotic_vs_pyroptotic
healthy,pyroptosis,0.8274,0.7602,0.8946,True,0.0,IL-6 [NSU],healthy_pyroptosis,4.0,True,False,True,False,pyroptotic
apoptosis,healthy,0.0137,-0.2265,0.2539,False,0.9715,IL-7 [NSU],apoptosis_healthy,0.0125571950641986,False,False,False,False,none
apoptosis,pyroptosis,0.0488,-0.1918,0.2893,False,0.6941,IL-7 [NSU],apoptosis_pyroptosis,0.1585779555976406,False,False,False,False,none
healthy,pyroptosis,0.0351,-0.0718,0.1419,False,0.3859,IL-7 [NSU],healthy_pyroptosis,0.4135252214286033,False,False,False,False,none
apoptosis,healthy,-0.2711,-0.4966,-0.0456,True,0.0,IL-8 [NSU],apoptosis_healthy,4.0,True,True,False,False,apoptotic
apoptosis,pyroptosis,0.1434,-0.0824,0.3692,False,0.0311,IL-8 [NSU],apoptosis_pyroptosis,1.5072396109731625,True,False,False,True,apoptotic_vs_pyroptotic
healthy,pyroptosis,0.4145,0.3142,0.5148,True,0.0,IL-8 [NSU],healthy_pyroptosis,4.0,True,False,True,False,pyroptotic
apoptosis,healthy,-0.0232,-0.2987,0.2523,False,0.9388,IL-9 [NSU],apoptosis_healthy,0.027426919073445,False,False,False,False,none
apoptosis,pyroptosis,-0.0239,-0.2998,0.2519,False,0.9351,IL-9 [NSU],apoptosis_pyroptosis,0.0291419430034976,False,False,False,False,none
healthy,pyroptosis,-0.0007,-0.1233,0.1218,False,0.9997,IL-9 [NSU],healthy_pyroptosis,0.0001303078917321,False,False,False,False,none
apoptosis,healthy,-0.0658,-0.3425,0.211,False,0.6058,LIF [NSU],apoptosis_healthy,0.217670731003163,False,False,False,False,none
apoptosis,pyroptosis,-0.1441,-0.4212,0.133,False,0.0952,LIF [NSU],apoptosis_pyroptosis,1.0213630516155257,False,False,False,False,none
healthy,pyroptosis,-0.0783,-0.2014,0.0448,False,0.0308,LIF [NSU],healthy_pyroptosis,1.5114492834995557,True,False,True,False,pyroptotic
apoptosis,healthy,-0.0086,-0.2194,0.2021,False,0.9851,LOX1 (OLR1) [NSU],apoptosis_healthy,0.0065196809300035,False,False,False,False,none
apoptosis,pyroptosis,0.4594,0.2484,0.6704,True,0.0,LOX1 (OLR1) [NSU],apoptosis_pyroptosis,4.0,True,False,False,True,apoptotic_vs_pyroptotic
healthy,pyroptosis,0.468,0.3743,0.5617,True,0.0,LOX1 (OLR1) [NSU],healthy_pyroptosis,4.0,True,False,True,False,pyroptotic
apoptosis,healthy,-0.0096,-0.2873,0.2682,False,0.9895,Leptin [NSU],apoptosis_healthy,0.0045842014575849,False,False,False,False,none
apoptosis,pyroptosis,-0.0891,-0.3672,0.189,False,0.404,Leptin [NSU],apoptosis_pyroptosis,0.393618634889395,False,False,False,False,none
healthy,pyroptosis,-0.0795,-0.2031,0.044,False,0.0283,Leptin [NSU],healthy_pyroptosis,1.5482135644757098,True,False,True,False,pyroptotic
apoptosis,healthy,-0.2106,-0.504,0.0829,False,0.0124,M-CSF R (CD115) [NSU],apoptosis_healthy,1.9065783148377649,True,True,False,False,apoptotic
apoptosis,pyroptosis,-0.2353,-0.5291,0.0585,False,0.0044,M-CSF R (CD115) [NSU],apoptosis_pyroptosis,2.356547323513813,True,False,False,True,apoptotic_vs_pyroptotic
healthy,pyroptosis,-0.0247,-0.1552,0.1058,False,0.7266,M-CSF R (CD115) [NSU],healthy_pyroptosis,0.1387046064733041,False,False,False,False,none
apoptosis,healthy,-0.0311,-0.237,0.1749,False,0.8168,M-CSF [NSU],apoptosis_healthy,0.0878842709211461,False,False,False,False,none
apoptosis,pyroptosis,-0.0969,-0.3031,0.1093,False,0.1452,M-CSF [NSU],apoptosis_pyroptosis,0.838033383635925,False,False,False,False,none
healthy,pyroptosis,-0.0658,-0.1574,0.0258,False,0.0122,M-CSF [NSU],healthy_pyroptosis,1.913640169325252,True,False,True,False,pyroptotic
apoptosis,healthy,0.1324,-0.1526,0.4174,False,0.1515,MIF [NSU],apoptosis_healthy,0.8195873671616762,False,False,False,False,none
apoptosis,pyroptosis,0.4264,0.141,0.7117,True,0.0,MIF [NSU],apoptosis_pyroptosis,4.0,True,False,False,True,apoptotic_vs_pyroptotic
healthy,pyroptosis,0.294,0.1672,0.4207,True,0.0,MIF [NSU],healthy_pyroptosis,4.0,True,False,True,False,pyroptotic
apoptosis,healthy,-0.0187,-0.3697,0.3322,False,0.9749,MMP-1 [NSU],apoptosis_healthy,0.0110399296096619,False,False,False,False,none
apoptosis,pyroptosis,0.1413,-0.2101,0.4928,False,0.2415,MMP-1 [NSU],apoptosis_pyroptosis,0.6170828649124691,False,False,False,False,none
healthy,pyroptosis,0.1601,0.004,0.3162,True,0.0002,MMP-1 [NSU],healthy_pyroptosis,3.6989700043360183,True,False,True,False,pyroptotic
apoptosis,healthy,-0.067,-0.2779,0.144,False,0.4103,MMP-10 [NSU],apoptosis_healthy,0.3868984830330874,False,False,False,False,none
apoptosis,pyroptosis,0.1433,-0.0679,0.3546,False,0.0194,MMP-10 [NSU],apoptosis_pyroptosis,1.712198270069774,True,False,False,True,apoptotic_vs_pyroptotic
healthy,pyroptosis,0.2103,0.1165,0.3041,True,0.0,MMP-10 [NSU],healthy_pyroptosis,4.0,True,False,True,False,pyroptotic
apoptosis,healthy,-0.0173,-0.2766,0.242,False,0.961,MMP-12 [NSU],apoptosis_healthy,0.0172766123314546,False,False,False,False,none
apoptosis,pyroptosis,-0.0734,-0.333,0.1863,False,0.4933,MMP-12 [NSU],apoptosis_pyroptosis,0.3068888845378587,False,False,False,False,none
healthy,pyroptosis,-0.056,-0.1714,0.0593,False,0.1274,MMP-12 [NSU],healthy_pyroptosis,0.8948305720006683,False,False,False,False,none
apoptosis,healthy,-0.0014,-0.2596,0.2567,False,0.9997,MMP-2 [NSU],apoptosis_healthy,0.0001303078917321,False,False,False,False,none
apoptosis,pyroptosis,-0.0789,-0.3374,0.1796,False,0.439,MMP-2 [NSU],apoptosis_pyroptosis,0.3575354797578786,False,False,False,False,none
healthy,pyroptosis,-0.0774,-0.1923,0.0374,False,0.0203,MMP-2 [NSU],healthy_pyroptosis,1.692503962086787,True,False,True,False,pyroptotic
apoptosis,healthy,-0.0196,-0.2169,0.1776,False,0.9154,MMP-3 [NSU],apoptosis_healthy,0.0383890919087192,False,False,False,False,none
apoptosis,pyroptosis,-0.0195,-0.217,0.1781,False,0.9172,MMP-3 [NSU],apoptosis_pyroptosis,0.0375359539420987,False,False,False,False,none
healthy,pyroptosis,0.0002,-0.0876,0.0879,False,1.0,MMP-3 [NSU],healthy_pyroptosis,-0.0,False,False,False,False,none
apoptosis,healthy,-0.0549,-0.3237,0.2139,False,0.69,MMP-7 [NSU],apoptosis_healthy,0.1611509092627447,False,False,False,False,none
apoptosis,pyroptosis,-0.0219,-0.2911,0.2472,False,0.9425,MMP-7 [NSU],apoptosis_pyroptosis,0.0257186411221695,False,False,False,False,none
healthy,pyroptosis,0.033,-0.0866,0.1525,False,0.5095,MMP-7 [NSU],healthy_pyroptosis,0.2928558116575548,False,False,False,False,none
apoptosis,healthy,0.047,-0.1654,0.2593,False,0.648,MMP-9 [NSU],apoptosis_healthy,0.1884249941294066,False,False,False,False,none
apoptosis,pyroptosis,0.4834,0.2707,0.6961,True,0.0,MMP-9 [NSU],apoptosis_pyroptosis,4.0,True,False,False,True,apoptotic_vs_pyroptotic
healthy,pyroptosis,0.4365,0.342,0.5309,True,0.0,MMP-9 [NSU],healthy_pyroptosis,4.0,True,False,True,False,pyroptotic
apoptosis,healthy,-0.0493,-0.3098,0.2113,False,0.7279,Mesothelin [NSU],apoptosis_healthy,0.1379282806200057,False,False,False,False,none
apoptosis,pyroptosis,-0.1897,-0.4506,0.0712,False,0.0111,Mesothelin [NSU],apoptosis_pyroptosis,1.9546770212133424,True,False,False,True,apoptotic_vs_pyroptotic
healthy,pyroptosis,-0.1405,-0.2563,-0.0246,True,0.0,Mesothelin [NSU],healthy_pyroptosis,4.0,True,False,True,False,pyroptotic
apoptosis,healthy,0.097,-0.1277,0.3217,False,0.1951,NF-L [NSU],apoptosis_healthy,0.709742730605482,False,False,False,False,none
apoptosis,pyroptosis,0.0418,-0.1833,0.2668,False,0.7362,NF-L [NSU],apoptosis_pyroptosis,0.1330041868893521,False,False,False,False,none
healthy,pyroptosis,-0.0553,-0.1552,0.0447,False,0.0705,NF-L [NSU],healthy_pyroptosis,1.1518108830086011,False,False,False,False,none
apoptosis,healthy,0.0592,-0.246,0.3644,False,0.7159,NGF beta [NSU],apoptosis_healthy,0.145147637582166,False,False,False,False,none
apoptosis,pyroptosis,0.1177,-0.188,0.4233,False,0.2716,NGF beta [NSU],apoptosis_pyroptosis,0.5660702343915359,False,False,False,False,none
healthy,pyroptosis,0.0585,-0.0773,0.1942,False,0.1968,NGF beta [NSU],healthy_pyroptosis,0.7059749059046773,False,False,False,False,none
apoptosis,healthy,0.0155,-0.2344,0.2654,False,0.9663,NRG1 beta 1 [NSU],apoptosis_healthy,0.0148880204606461,False,False,False,False,none
apoptosis,pyroptosis,0.0987,-0.1515,0.349,False,0.2546,NRG1 beta 1 [NSU],apoptosis_pyroptosis,0.5941416006823634,False,False,False,False,none
healthy,pyroptosis,0.0832,-0.0279,0.1944,False,0.0085,NRG1 beta 1 [NSU],healthy_pyroptosis,2.070581074285707,True,False,True,False,pyroptotic
apoptosis,healthy,-0.0006,-0.1948,0.1935,False,0.9999,Oncostatin M (OSM) [NSU],apoptosis_healthy,4.34316198075056e-05,False,False,False,False,none
apoptosis,pyroptosis,0.4931,0.2986,0.6875,True,0.0,Oncostatin M (OSM) [NSU],apoptosis_pyroptosis,4.0,True,False,False,True,apoptotic_vs_pyroptotic
healthy,pyroptosis,0.4937,0.4073,0.58,True,0.0,Oncostatin M (OSM) [NSU],healthy_pyroptosis,4.0,True,False,True,False,pyroptotic
apoptosis,healthy,-0.744,-0.8139,-0.6741,True,0.0,Osteopontin (OPN) [NSU],apoptosis_healthy,4.0,True,True,False,False,apoptotic
apoptosis,pyroptosis,-0.8072,-0.8772,-0.7372,True,0.0,Osteopontin (OPN) [NSU],apoptosis_pyroptosis,4.0,True,False,False,True,apoptotic_vs_pyroptotic
healthy,pyroptosis,-0.0632,-0.0943,-0.0321,True,0.0,Osteopontin (OPN) [NSU],healthy_pyroptosis,4.0,True,False,True,False,pyroptotic
apoptosis,healthy,-0.0092,-0.2392,0.2208,False,0.9859,PCSK9 [NSU],apoptosis_healthy,0.0061671333860138,False,False,False,False,none
apoptosis,pyroptosis,0.0013,-0.229,0.2316,False,0.9997,PCSK9 [NSU],apoptosis_pyroptosis,0.0001303078917321,False,False,False,False,none
healthy,pyroptosis,0.0105,-0.0918,0.1128,False,0.9109,PCSK9 [NSU],healthy_pyroptosis,0.0405292979248928,False,False,False,False,none
apoptosis,healthy,0.0037,-0.2309,0.2383,False,0.9977,PDGF-BB [NSU],apoptosis_healthy,0.0010000277816796,False,False,False,False,none
apoptosis,pyroptosis,-0.0507,-0.2856,0.1842,False,0.6612,PDGF-BB [NSU],apoptosis_pyroptosis,0.1796671551005901,False,False,False,False,none
healthy,pyroptosis,-0.0545,-0.1588,0.0499,False,0.0935,PDGF-BB [NSU],healthy_pyroptosis,1.0291883891274822,False,False,False,False,none
apoptosis,healthy,0.0069,-0.2796,0.2933,False,0.9949,PLGF [NSU],apoptosis_healthy,0.002220569134396,False,False,False,False,none
apoptosis,pyroptosis,-0.106,-0.3929,0.1808,False,0.3001,PLGF [NSU],apoptosis_pyroptosis,0.5227340045751474,False,False,False,False,none
healthy,pyroptosis,-0.1129,-0.2403,0.0145,False,0.0014,PLGF [NSU],healthy_pyroptosis,2.853871964321762,True,False,True,False,pyroptotic
apoptosis,healthy,-0.0368,-0.2393,0.1656,False,0.7452,PTX3 (Pentraxin 3) [NSU],apoptosis_healthy,0.127727153775795,False,False,False,False,none
apoptosis,pyroptosis,0.2759,0.0732,0.4786,True,0.0,PTX3 (Pentraxin 3) [NSU],apoptosis_pyroptosis,4.0,True,False,False,True,apoptotic_vs_pyroptotic
healthy,pyroptosis,0.3127,0.2227,0.4028,True,0.0,PTX3 (Pentraxin 3) [NSU],healthy_pyroptosis,4.0,True,False,True,False,pyroptotic
apoptosis,healthy,0.0306,-0.2075,0.2687,False,0.8632,Resistin [NSU],apoptosis_healthy,0.0638885683251457,False,False,False,False,none
apoptosis,pyroptosis,0.1864,-0.0521,0.4248,False,0.0057,Resistin [NSU],apoptosis_pyroptosis,2.2441251443275085,True,False,False,True,apoptotic_vs_pyroptotic
healthy,pyroptosis,0.1558,0.0498,0.2617,True,0.0,Resistin [NSU],healthy_pyroptosis,4.0,True,False,True,False,pyroptotic
apoptosis,healthy,0.0741,-0.2219,0.3701,False,0.5738,SAA [NSU],apoptosis_healthy,0.2412394560900204,False,False,False,False,none
apoptosis,pyroptosis,-0.0236,-0.32,0.2729,False,0.9452,SAA [NSU],apoptosis_pyroptosis,0.0244762870396685,False,False,False,False,none
healthy,pyroptosis,-0.0977,-0.2294,0.034,False,0.0093,SAA [NSU],healthy_pyroptosis,2.0315170514460648,True,False,True,False,pyroptotic
apoptosis,healthy,0.0489,-0.2106,0.3084,False,0.7295,SCF [NSU],apoptosis_healthy,0.1369747037705295,False,False,False,False,none
apoptosis,pyroptosis,-0.0337,-0.2935,0.2261,False,0.8611,SCF [NSU],apoptosis_pyroptosis,0.0649464107689349,False,False,False,False,none
healthy,pyroptosis,-0.0826,-0.198,0.0328,False,0.0127,SCF [NSU],healthy_pyroptosis,1.8961962790440432,True,False,True,False,pyroptotic
apoptosis,healthy,0.0513,-0.2076,0.3101,False,0.7056,ST2 (IL-33R) [NSU],apoptosis_healthy,0.1514414278762366,False,False,False,False,none
apoptosis,pyroptosis,0.1191,-0.1401,0.3783,False,0.1576,ST2 (IL-33R) [NSU],apoptosis_pyroptosis,0.8024437868464636,False,False,False,False,none
healthy,pyroptosis,0.0679,-0.0473,0.183,False,0.0496,ST2 (IL-33R) [NSU],healthy_pyroptosis,1.3045183235098026,True,False,True,False,pyroptotic
apoptosis,healthy,-0.0496,-0.2945,0.1953,False,0.6945,TGF-beta 1 (LAP domain in precursor) [NSU],apoptosis_healthy,0.1583277499263656,False,False,False,False,none
apoptosis,pyroptosis,0.0502,-0.195,0.2954,False,0.6895,TGF-beta 1 (LAP domain in precursor) [NSU],apoptosis_pyroptosis,0.1614657294881314,False,False,False,False,none
healthy,pyroptosis,0.0998,-0.0091,0.2087,False,0.0009,TGF-beta 1 (LAP domain in precursor) [NSU],healthy_pyroptosis,3.0457574905606752,True,False,True,False,pyroptotic
apoptosis,healthy,-0.0217,-0.2644,0.2209,False,0.9311,TGF-beta 1 (total) [NSU],apoptosis_healthy,0.0310036733516877,False,False,False,False,none
apoptosis,pyroptosis,-0.0459,-0.2889,0.1971,False,0.728,TGF-beta 1 (total) [NSU],apoptosis_pyroptosis,0.1378686206869628,False,False,False,False,none
healthy,pyroptosis,-0.0242,-0.1321,0.0837,False,0.6399,TGF-beta 1 (total) [NSU],healthy_pyroptosis,0.1938878898309088,False,False,False,False,none
apoptosis,healthy,0.0351,-0.218,0.2883,False,0.8423,TGF-beta 2 [NSU],apoptosis_healthy,0.0745331993084621,False,False,False,False,none
apoptosis,pyroptosis,0.0054,-0.248,0.2589,False,0.9959,TGF-beta 2 [NSU],apoptosis_pyroptosis,0.0017842676290416,False,False,False,False,none
healthy,pyroptosis,-0.0297,-0.1423,0.0829,False,0.5399,TGF-beta 2 [NSU],healthy_pyroptosis,0.2676866725287574,False,False,False,False,none
apoptosis,healthy,0.0076,-0.2596,0.2748,False,0.9928,TGF-beta 3 [NSU],apoptosis_healthy,0.0031382315093265,False,False,False,False,none
apoptosis,pyroptosis,0.0648,-0.2028,0.3323,False,0.5948,TGF-beta 3 [NSU],apoptosis_pyroptosis,0.2256290401500834,False,False,False,False,none
healthy,pyroptosis,0.0572,-0.0617,0.176,False,0.1327,TGF-beta 3 [NSU],healthy_pyroptosis,0.8771290771355644,False,False,False,False,none
apoptosis,healthy,-0.1753,-0.4981,0.1476,False,0.0773,TIMP1 [NSU],apoptosis_healthy,1.111820506081675,False,False,False,False,none
apoptosis,pyroptosis,-0.155,-0.4782,0.1683,False,0.1344,TIMP1 [NSU],apoptosis_pyroptosis,0.8716007312821936,False,False,False,False,none
healthy,pyroptosis,0.0203,-0.1233,0.1639,False,0.8369,TIMP1 [NSU],healthy_pyroptosis,0.0773264321414457,False,False,False,False,none
apoptosis,healthy,-0.0282,-0.2764,0.2199,False,0.8911,TNF RI [NSU],apoptosis_healthy,0.0500735563320877,False,False,False,False,none
apoptosis,pyroptosis,-0.0787,-0.3272,0.1698,False,0.4125,TNF RI [NSU],apoptosis_pyroptosis,0.3845760471140561,False,False,False,False,none
healthy,pyroptosis,-0.0504,-0.1608,0.0599,False,0.1608,TNF RI [NSU],healthy_pyroptosis,0.7937139555875675,False,False,False,False,none
apoptosis,healthy,-0.2666,-0.5217,-0.0116,True,0.0001,TNF RII [NSU],apoptosis_healthy,4.0,True,True,False,False,apoptotic
apoptosis,pyroptosis,0.0558,-0.1995,0.3112,False,0.6541,TNF RII [NSU],apoptosis_pyroptosis,0.1843558508680346,False,False,False,False,none
healthy,pyroptosis,0.3225,0.209,0.4359,True,0.0,TNF RII [NSU],healthy_pyroptosis,4.0,True,False,True,False,pyroptotic
apoptosis,healthy,0.0315,-0.207,0.27,False,0.8561,TNF RIII (Lymphotoxin Beta R) [NSU],apoptosis_healthy,0.0674755029494577,False,False,False,False,none
apoptosis,pyroptosis,0.0472,-0.1915,0.286,False,0.7062,TNF RIII (Lymphotoxin Beta R) [NSU],apoptosis_pyroptosis,0.1510722867729216,False,False,False,False,none
healthy,pyroptosis,0.0157,-0.0903,0.1218,False,0.8218,TNF RIII (Lymphotoxin Beta R) [NSU],healthy_pyroptosis,0.0852338630741475,False,False,False,False,none
apoptosis,healthy,-0.0021,-0.1463,0.142,False,0.998,TNF alpha [NSU],apoptosis_healthy,0.0008694587126288,False,False,False,False,none
apoptosis,pyroptosis,0.7571,0.6128,0.9014,True,0.0,TNF alpha [NSU],apoptosis_pyroptosis,4.0,True,False,False,True,apoptotic_vs_pyroptotic
healthy,pyroptosis,0.7592,0.6951,0.8233,True,0.0,TNF alpha [NSU],healthy_pyroptosis,4.0,True,False,True,False,pyroptotic
apoptosis,healthy,0.0317,-0.2227,0.286,False,0.8712,TPO (Thrombopoietin) [NSU],apoptosis_healthy,0.0598821332522814,False,False,False,False,none
apoptosis,pyroptosis,-0.0035,-0.2582,0.2513,False,0.9983,TPO (Thrombopoietin) [NSU],apoptosis_pyroptosis,0.0007389288868995,False,False,False,False,none
healthy,pyroptosis,-0.0351,-0.1483,0.078,False,0.4267,TPO (Thrombopoietin) [NSU],healthy_pyroptosis,0.3698773571406879,False,False,False,False,none
apoptosis,healthy,-0.0573,-0.2667,0.1521,False,0.5153,TRAIL [NSU],apoptosis_healthy,0.2879398575389252,False,False,False,False,none
apoptosis,pyroptosis,-0.132,-0.3417,0.0777,False,0.033,TRAIL [NSU],apoptosis_pyroptosis,1.4814860601221125,True,False,False,True,apoptotic_vs_pyroptotic
healthy,pyroptosis,-0.0747,-0.1678,0.0185,False,0.0044,TRAIL [NSU],healthy_pyroptosis,2.356547323513813,True,False,True,False,pyroptotic
apoptosis,healthy,0.0491,-0.2036,0.3017,False,0.715,TREM2 [NSU],apoptosis_healthy,0.1456939581989194,False,False,False,False,none
apoptosis,pyroptosis,-0.1133,-0.3663,0.1397,False,0.1728,TREM2 [NSU],apoptosis_pyroptosis,0.7624562618571256,False,False,False,False,none
healthy,pyroptosis,-0.1624,-0.2748,-0.05,True,0.0,TREM2 [NSU],healthy_pyroptosis,4.0,True,False,True,False,pyroptotic
apoptosis,healthy,0.0494,-0.2041,0.3029,False,0.7136,TSLP [NSU],apoptosis_healthy,0.1465451586319333,False,False,False,False,none
apoptosis,pyroptosis,0.1228,-0.131,0.3767,False,0.1295,TSLP [NSU],apoptosis_pyroptosis,0.8877302315827293,False,False,False,False,none
healthy,pyroptosis,0.0734,-0.0393,0.1862,False,0.0261,TSLP [NSU],healthy_pyroptosis,1.583359492661719,True,False,True,False,pyroptotic
apoptosis,healthy,-0.032,-0.3235,0.2595,False,0.8983,TWEAK [NSU],apoptosis_healthy,0.0465786003189648,False,False,False,False,none
apoptosis,pyroptosis,0.008,-0.2839,0.2999,False,0.9933,TWEAK [NSU],apoptosis_pyroptosis,0.0029195645282691,False,False,False,False,none
healthy,pyroptosis,0.04,-0.0896,0.1697,False,0.4308,TWEAK [NSU],healthy_pyroptosis,0.365724305374056,False,False,False,False,none
apoptosis,healthy,-0.0546,-0.3262,0.217,False,0.6985,Tie-2 [NSU],apoptosis_healthy,0.1558335895497992,False,False,False,False,none
apoptosis,pyroptosis,0.0108,-0.2611,0.2828,False,0.986,Tie-2 [NSU],apoptosis_pyroptosis,0.0061230850587887,False,False,False,False,none
healthy,pyroptosis,0.0654,-0.0554,0.1862,False,0.0783,Tie-2 [NSU],healthy_pyroptosis,1.1062382379420566,False,False,False,False,none
apoptosis,healthy,0.0929,-0.183,0.3688,False,0.3676,Tissue Factor (TF) [NSU],apoptosis_healthy,0.4346244972859263,False,False,False,False,none
apoptosis,pyroptosis,0.1588,-0.1175,0.435,False,0.0572,Tissue Factor (TF) [NSU],apoptosis_pyroptosis,1.242603971206976,False,False,False,False,none
healthy,pyroptosis,0.0659,-0.0568,0.1886,False,0.0818,Tissue Factor (TF) [NSU],healthy_pyroptosis,1.087246696328677,False,False,False,False,none
